pedido,data,plataforma,subtotal,taxas,descontos,faturamento,canal_ultimo,origem_ultimo,midia_ultimo,campanha_ultimo,canal_primeiro,origem_primeiro,midia_primeiro,campanha_primeiro,metodo_match
174612991,2026-08-14,app,947.15,126.6,56.55,1017.2,Push,crm,push,123milhas-cv-aereo-ativos-pedidoatendido,Direto,(direct),(none),(direct),search_id
174612996,2026-08-14,app,1689.65,145.25,0,1834.9,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174613000,2026-08-14,web,2007.71,209.51,0,2217.22,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613022,2026-08-14,web,211.63,53.63,0,265.26,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613041,2026-08-14,web,1410.81,113.01,0,1523.82,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174613056,2026-08-14,web,2216.99,157.79,0,2374.78,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613073,2026-08-14,app,895.97,65.54,88.43,873.08,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Visibilidade] [Youtube] [Web] [Origens],Organico,google-play,organic,,search_id
174613078,2026-08-14,web,1910.45,277.91,0,2188.36,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174613100,2026-08-14,web,2558.68,321.3,0,2879.98,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613103,2026-08-14,web,3638.95,289.15,0,3928.1,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613134,2026-08-14,web,2768.43,105.15,165.28,2708.3,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174613153,2026-08-14,web,1317.86,164.15,0,1482.01,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613170,2026-08-14,web,211.63,53.63,0,265.26,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613202,2026-08-14,web,1551.41,120.41,0,1671.82,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613203,2026-08-14,app,1100.67,123.67,99.4,1124.94,Push,crm,push,123milhas-cv-aereo-pontual,Organico,google-play,organic,,search_id
174613233,2026-08-14,app,484.92,87.07,41.85,530.14,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
174613239,2026-08-14,web,1221.87,158.47,0,1380.34,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Organico,google,organic,(organic),search_id
174613240,2026-08-14,app,409.12,111.71,0,520.83,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174613319,2026-08-14,web,1258.35,122.55,0,1380.9,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613329,2026-08-14,app,1245.24,220.52,0,1465.76,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Direto,(direct),(none),(direct),search_id
174613330,2026-08-14,web,2411.43,226.92,176.51,2461.84,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,url_checkout
174613334,2026-08-14,web,3258.47,418.07,0,3676.54,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613353,2026-08-14,web,4424.02,305.62,0,4729.64,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174613355,2026-08-14,web,2235.7,129.76,101.94,2263.52,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174613357,2026-08-14,app,334.92,56.92,0,391.84,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174613374,2026-08-14,web,607.83,111.75,0,719.58,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,url_checkout
174613376,2026-08-14,web,1317.86,164.15,0,1482.01,Nao identificado,(not set),(not set),(not set),Organico,google,organic,(organic),search_id
174613384,2026-08-14,web,677.25,74.25,0,751.5,Midia paga,google,cpc,(not set),Organico,google,organic,(organic),search_id
174613394,2026-08-14,web,337.72,57.72,0,395.44,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613412,2026-08-14,web,506.72,59.61,23.11,543.22,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613423,2026-08-14,app,1007.93,136.73,0,1144.66,Push,crm,push,123milhas-jornada-abandono-checkout-psh,Organico,google-play,organic,,search_id
174613442,2026-08-14,web,848.44,56.44,0,904.88,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613447,2026-08-14,web,2149.95,350.48,0,2500.43,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613448,2026-08-14,web,1317.86,164.15,0,1482.01,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613451,2026-08-14,web,1114.84,178.11,0,1292.95,Nao identificado,(not set),(not set),(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174613468,2026-08-14,web,2802.72,329.52,0,3132.24,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613474,2026-08-14,app,1123.98,166.38,0,1290.36,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
174613475,2026-08-14,web,300,48,0,348,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174613504,2026-08-14,web,1088.96,111.89,0,1200.85,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613505,2026-08-14,app,886.39,125.79,0,1012.18,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [NORDESTE],Organico,google,organic,,search_id
174613506,2026-08-14,app,2182.96,310.96,0,2493.92,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174613507,2026-08-14,web,3842.41,260.27,426.14,3676.54,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613513,2026-08-14,web,1317.86,164.15,0,1482.01,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613534,2026-08-14,web,1799.09,323.09,0,2122.18,Metasearch,skyscanner,metasearch,,Direto,(direct),(none),(direct),url_checkout
174613536,2026-08-14,web,1348.28,97.79,80.49,1365.58,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Organico,google,organic,(organic),search_id
174613561,2026-08-14,app,665.56,108.43,0,773.99,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Direto,(direct),(none),(direct),search_id
174613581,2026-08-14,web,651.35,71.75,0,723.1,CRM,whatsapp,radar,radar123-baixou,CRM,whatsapp,radar,radar123-baixou,search_id
174613584,2026-08-14,web,716.74,74.14,0,790.88,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174613598,2026-08-14,web,1074.21,142.01,0,1216.22,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174613605,2026-08-14,app,770.27,114.37,0,884.64,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,Direto,(direct),(none),(direct),search_id
174613614,2026-08-14,web,2004.14,229.32,0,2233.46,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613623,2026-08-14,web,1554.81,95,113.81,1536,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613626,2026-08-14,web,2154.23,165.23,0,2319.46,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174613637,2026-08-14,web,2411.43,226.92,176.51,2461.84,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,url_checkout
174613642,2026-08-14,app,1192.88,130.88,0,1323.76,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174613664,2026-08-14,web,2939.33,428.33,0,3367.66,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [concorrentes] [restart],search_id
174613667,2026-08-14,web,2411.43,226.92,176.51,2461.84,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,url_checkout
174613669,2026-08-14,web,4586.75,273.75,0,4860.5,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174613672,2026-08-14,web,1559.49,55.57,153.92,1461.14,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Direto,(direct),(none),(direct),search_id
174613676,2026-08-14,web,1075.61,111.61,0,1187.22,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613682,2026-08-14,app,2411.22,115.34,208.08,2318.48,Push,crm,push,123milhas-cv-aereo-ativos-cias,Direto,(direct),(none),(direct),search_id
174613685,2026-08-14,web,2411.43,226.92,176.51,2461.84,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,url_checkout
174613688,2026-08-14,web,836.6,203.33,0,1039.93,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174613701,2026-08-14,web,2567.48,221.95,254.72,2534.71,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174613711,2026-08-14,web,3997.05,89.54,661.51,3425.08,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613725,2026-08-14,app,1708.99,182.59,0,1891.58,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174613741,2026-08-14,web,1763.7,165.3,0,1929,Metasearch,skyscanner,metasearch,,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,url_checkout
174613752,2026-08-14,app,709.67,145.47,0,855.14,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174613765,2026-08-14,web,2597.36,102.29,155.07,2544.58,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174613773,2026-08-14,app,810.95,80.15,0,891.1,Push,firebase,push,20260417_21_PSH_PROMO_BLAST_123MILHAS_VOO_AZULEGOL,Direto,(direct),(none),(direct),search_id
174613778,2026-08-14,app,770.27,114.37,0,884.64,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,Direto,(direct),(none),(direct),search_id
174613790,2026-08-14,web,923.7,117.58,42.12,999.16,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174613801,2026-08-14,web,567.43,115.13,0,682.56,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Organico,bing,organic,(organic),search_id
174613802,2026-08-14,app,770.27,114.37,0,884.64,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,Direto,(direct),(none),(direct),search_id
174613803,2026-08-14,web,1597.89,82.68,231.21,1449.36,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174613818,2026-08-14,app,665.56,108.43,0,773.99,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [Demand Gen] [Web] [Destinos Isolados],Direto,(direct),(none),(direct),search_id
174613834,2026-08-14,web,1046.18,140.78,0,1186.96,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174613855,2026-08-14,app,770.27,114.37,0,884.64,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,Direto,(direct),(none),(direct),search_id
174613862,2026-08-14,web,1761.79,97.79,0,1859.58,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174613877,2026-08-14,app,2105.54,281.54,0,2387.08,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174613893,2026-08-14,app,1084.09,187.77,0,1271.86,Push,crm,push,123milhas-cv-aereo-vooehotel,Organico,google-play,organic,,search_id
174613897,2026-08-14,web,2159.06,213.46,0,2372.52,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [concorrentes] [restart],search_id
174613900,2026-08-14,app,1584.6,226.2,0,1810.8,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174613901,2026-08-14,app,624.88,131.9,0,756.78,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Direto,(direct),(none),(direct),search_id
174613908,2026-08-14,app,1109.54,98.98,160.56,1047.96,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
174613912,2026-08-14,app,649.89,59.09,38.8,670.18,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174613928,2026-08-14,web,674.24,130.24,0,804.48,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174613935,2026-08-14,app,847.39,141.12,0,988.51,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25] [android],search_id
174613942,2026-08-14,web,925.01,133.01,0,1058.02,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174613943,2026-08-14,web,740.19,113.79,0,853.98,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174613957,2026-08-14,web,1194.26,154.46,0,1348.72,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Organico,bing,organic,(organic),search_id
174613962,2026-08-14,app,1695.3,677.82,0,2373.12,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174613976,2026-08-14,web,3098.92,188.12,0,3287.04,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Organico,google,organic,(organic),search_id
174613978,2026-08-14,app,2139.76,102.01,127.75,2114.02,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174614005,2026-08-14,web,1524.93,560.36,0,2085.29,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614031,2026-08-14,app,711.24,101.04,0,812.28,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614033,2026-08-14,web,2500.47,202.27,0,2702.74,Metasearch,kayak,metasearch,kayak_metasearch_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
174614036,2026-08-14,web,923.7,117.58,42.12,999.16,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614040,2026-08-14,web,1293.14,274.34,0,1567.48,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614043,2026-08-14,web,1409.67,110.07,0,1519.74,Midia paga,google,cpc,(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174614057,2026-08-14,web,923.7,117.58,42.12,999.16,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614061,2026-08-14,web,436.63,74.83,0,511.46,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614074,2026-08-14,web,1515.14,184.68,90.46,1609.36,Metasearch,kayak,metasearch,kayak_metasearch_desktop,Metasearch,kayak,metasearch,kayak_metasearch_desktop,search_id
174614087,2026-08-14,web,506.25,65.25,0,571.5,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614100,2026-08-14,app,941.08,134.68,0,1075.76,CRM,whatsapp,radar,RADAR123-BAIXOU,Organico,google-play,organic,,search_id
174614105,2026-08-14,web,916.17,119.17,0,1035.34,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174614140,2026-08-14,web,641.55,39.55,0,681.1,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614150,2026-08-14,web,506.25,65.25,0,571.5,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614154,2026-08-14,web,1074.48,90.48,0,1164.96,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614166,2026-08-14,web,1562.4,200.8,0,1763.2,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614187,2026-08-14,web,961.75,40.75,83,919.5,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614194,2026-08-14,app,880.14,82.74,0,962.88,Push,crm,push,123milhas-cv-aereo-chamandaperdida,Organico,google-play,organic,,search_id
174614197,2026-08-14,app,557.93,59.09,40.84,576.18,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174614218,2026-08-14,app,2411.22,115.34,208.08,2318.48,Push,crm,push,123milhas-cv-aereo-ativos-cias,Direto,(direct),(none),(direct),search_id
174614222,2026-08-14,web,1507.08,200.28,0,1707.36,Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174614229,2026-08-14,app,474.65,62.45,0,537.1,Push,crm,push,123milhas-cv-aereo-ativos-minasgerais,Direto,(direct),(none),(direct),search_id
174614242,2026-08-14,app,2411.22,115.34,208.08,2318.48,Push,crm,push,123milhas-cv-aereo-ativos-cias,Direto,(direct),(none),(direct),search_id
174614246,2026-08-14,web,514.36,64.46,0,578.82,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614264,2026-08-14,web,1726.06,228.46,0,1954.52,Nao identificado,(not set),(not set),(not set),Direto,(direct),(none),(direct),search_id
174614276,2026-08-14,web,1435.78,163.03,0,1598.81,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614288,2026-08-14,web,434.05,61.45,0,495.5,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614297,2026-08-14,app,2233.02,396.4,0,2629.42,Nao identificado,(not set),(not set),(not set),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [app install] [app] [app] [maio/25],search_id
174614307,2026-08-14,web,2166.64,177.64,0,2344.28,Midia paga,skyscanner,cpc,branding_itineraryplus_desconto,Direto,(direct),(none),(direct),search_id
174614309,2026-08-14,web,840.63,102.29,38.34,904.58,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614311,2026-08-14,web,958,132.3,0,1090.3,Organico,google,organic,(organic),Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro] [origem-destino],search_id
174614314,2026-08-14,app,323.72,71.72,0,395.44,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Organico,google-play,organic,,search_id
174614323,2026-08-14,app,1996.61,89.54,197.07,1889.08,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174614333,2026-08-14,web,621.38,117.38,0,738.76,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614340,2026-08-14,web,906.6,126.6,0,1033.2,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614355,2026-08-14,app,906.75,40.75,0,947.5,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614359,2026-08-14,web,1830.73,196.33,0,2027.06,Midia paga,google,cpc,(not set),Outros,data not available,data not available,(cross-network),search_id
174614361,2026-08-14,app,665.09,59.09,0,724.18,CRM,push,radar,RADAR123-123MILHAS-EVENTO-RADAR-PSH-AUMENTOU,Direto,(direct),(none),(direct),search_id
174614363,2026-08-14,web,1547.28,200.88,0,1748.16,CRM,responsys,sms,z_sms_aut_ger_ip1_01_21,CRM,responsys,sms,z_sms_aut_ger_ip1_01_21,search_id
174614368,2026-08-14,app,1779.25,132.25,0,1911.5,Direto,(direct),(none),(direct),Organico,google-play,organic,,search_id
174614369,2026-08-14,app,3735.5,446.9,0,4182.4,Midia paga,google,cpc,[123Milhas] [engajamento] [app] [IOS] [inc],Direto,(direct),(none),(direct),search_id
174614375,2026-08-14,app,1292.55,124.35,0,1416.9,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [PMAX] [Web] [Novos Criativos] [Destinos],Midia paga,google,cpc,10616332785,search_id
174614404,2026-08-14,web,802.42,154.42,0,956.84,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614431,2026-08-14,web,1796.98,263.38,0,2060.36,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614437,2026-08-14,web,1985.75,100.4,145.35,1940.8,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614441,2026-08-14,app,1668.06,206.68,0,1874.74,Midia paga,google,cpc,[123Milhas] [Voos] [Prospecção] [Vendas] [Search] [Web] [Estrutura RO],Midia paga,google,cpc,[123milhas] [voos] [prospecção] [vendas] [search] [web] [estrutura ro],search_id
174614466,2026-08-14,app,2581.72,467.53,0,3049.25,Nao identificado,,,,Nao identificado,,,,sem_origem
174614472,2026-08-14,web,892.6,126.6,0,1019.2,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614476,2026-08-14,web,617.55,39.55,0,657.1,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614491,2026-08-14,web,852.59,114.59,0,967.18,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614493,2026-08-14,app,752.08,53.78,34.3,771.56,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614514,2026-08-14,web,1446.88,124.02,124.86,1446.04,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614534,2026-08-14,web,961.03,165.43,0,1126.46,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614547,2026-08-14,web,1424.48,159.08,0,1583.56,Midia paga,google,cpc,googleflights_meta_grupo_de_voo,Metasearch,googleflights,metasearch,googleflights_meta_grupo_de_voo,search_id
174614550,2026-08-14,app,846.95,58.96,61.99,843.92,Nao identificado,,,,Nao identificado,,,,sem_origem
174614555,2026-08-14,web,812.02,78.99,37.03,853.98,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614563,2026-08-14,web,1697.93,91.4,146.53,1642.8,Metasearch,skyscanner,metasearch,,Direto,(direct),(none),(direct),url_checkout
174614588,2026-08-14,web,1514.46,193.26,0,1707.72,Organico,google,organic,(organic),Direto,(direct),(none),(direct),search_id
174614593,2026-08-14,web,1377.27,110.66,100.81,1387.12,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,search_id
174614597,2026-08-14,app,1956,94,0,2050,CRM,whatsapp,radar,RADAR123-BAIXOU,Organico,google-play,organic,,search_id
174614601,2026-08-14,app,1954.86,287.79,0,2242.65,Nao identificado,,,,Nao identificado,,,,sem_origem
174614605,2026-08-14,app,941.08,134.68,0,1075.76,CRM,whatsapp,radar,RADAR123-BAIXOU,Organico,google-play,organic,,search_id
174614622,2026-08-14,app,810.36,155.16,0,965.52,Metasearch,skyscanner,metasearch,skyscanner_core_mobile,Direto,(direct),(none),(direct),search_id
174614629,2026-08-14,web,3733.97,663.67,0,4397.64,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614631,2026-08-14,web,3937.58,283.37,288.21,3932.74,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614633,2026-08-14,app,2350.43,243.42,0,2593.85,Organico,google-play,organic,,Organico,google-play,organic,,search_id
174614641,2026-08-14,app,1206.6,205.55,0,1412.15,Midia paga,google,cpc,[123Milhas] [Engajamento] [App] [Android] [inc],Organico,google-play,organic,,search_id
174614645,2026-08-14,app,2468.42,257.9,128.87,2597.45,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614654,2026-08-14,web,1613.36,270.29,0,1883.65,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614692,2026-08-14,web,1361.42,55.42,0,1416.84,Metasearch,kayak,metasearch,kayak_metasearch_mobile,Metasearch,kayak,metasearch,kayak_metasearch_mobile,search_id
174614725,2026-08-14,app,752.08,53.78,34.3,771.56,Direto,(direct),(none),(direct),Direto,(direct),(none),(direct),search_id
174614731,2026-08-14,app,2083.82,414.21,0,2498.03,Midia paga,google,cpc,[123Milhas] [Voos] [Retargeting] [Vendas] [GERAÇÃO DE DEMANDA] [Web] [08-08] [2026] [EXCLUI CARRINHO],Organico,google-play,organic,,search_id
174614744,2026-08-14,web,1517.05,82.68,90.57,1509.16,Organico,google,organic,(organic),Organico,google,organic,(organic),search_id
174614755,2026-08-14,app,1954.86,287.79,0,2242.65,Nao identificado,,,,Nao identificado,,,,sem_origem
174614786,2026-08-14,web,568.66,152.86,0,721.52,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,Metasearch,skyscanner,metasearch,skyscanner_core_desktop,search_id
174614799,2026-08-14,app,748.66,95.26,0,843.92,Nao identificado,,,,Nao identificado,,,,sem_origem
